file,TestFunction,dim,DrawMethod,shift,log2n,baker,mean,var,skewness,kurtosis,    ,MSE[A_r],MSE[M_r],MSE[L_r],MSE[N(3)_r],MSE[N(2)_r],MSE[N(3;1.0)_r]
RepsFixedparRQMC/Fper2-4-Sob-DS-10-10000.dat,Fper2,4,Sob,DS,10,False,-0.00000001696015327,0.00000000000830260,0.01072555972171368,1.81528499060390947,    ,0.00000000000075507,0.00000000000190702,0.00000000000221121,0.00000000000176280,0.00000000000109463,0.00000000000124154
RepsFixedparRQMC/Fper2-4-Sob-DS-12-10000.dat,Fper2,4,Sob,DS,12,False,0.00000000217206287,0.00000000000019330,0.11118793775346586,2.48900906471809291,    ,0.00000000000001758,0.00000000000002952,0.00000000000003233,0.00000000000003061,0.00000000000002179,0.00000000000002312
RepsFixedparRQMC/Fper2-4-Sob-DS-14-10000.dat,Fper2,4,Sob,DS,14,False,0.00000000013858851,0.00000000000000166,-0.00515314912996440,1.37842625301614818,    ,0.00000000000000015,0.00000000000000078,0.00000000000000083,0.00000000000000052,0.00000000000000025,0.00000000000000035
RepsFixedparRQMC/Fper2-4-Sob-DS-16-10000.dat,Fper2,4,Sob,DS,16,False,-0.00000000003027237,0.00000000000000001,0.00727641001285252,2.83638747795380430,    ,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000,0.00000000000000000
RepsRandparRQMC/Fper2-4-Sob-LMS-DS-6-10000.dat,Fper2,4,Sob-LMS,DS,6,False,0.00002583597185059,0.00000883350145407,0.17286048638743418,12.54293632128795544,    ,0.00000080371308417,0.00000033026830106,0.00000030871106114,0.00000046269676738,0.00000053502895918,0.00000044364567722
RepsRandparRQMC/Fper2-4-Sob-LMS-DS-8-10000.dat,Fper2,4,Sob-LMS,DS,8,False,0.00000646722129336,0.00000017151665127,0.58456296943836572,30.48766730165492689,    ,0.00000001563424779,0.00000000349245464,0.00000000323872189,0.00000000583063808,0.00000000802990435,0.00000000598689318
RepsRandparRQMC/Fper2-4-Sob-LMS-DS-10-10000.dat,Fper2,4,Sob-LMS,DS,10,False,0.00000040986240292,0.00000000278396775,1.06544106015985207,81.95046357976791285,    ,0.00000000025325596,0.00000000002897807,0.00000000002633272,0.00000000005125749,0.00000000008304508,0.00000000005500662
RepsRandparRQMC/Fper2-4-Sob-LMS-DS-12-10000.dat,Fper2,4,Sob-LMS,DS,12,False,-0.00000015264055442,0.00000000004484826,2.61033325351792200,204.20866373645986869,    ,0.00000000000410041,0.00000000000020524,0.00000000000018700,0.00000000000042310,0.00000000000079799,0.00000000000048609
RepsRandparRQMC/Fper2-4-Sob-LMS-DS-14-10000.dat,Fper2,4,Sob-LMS,DS,14,False,0.00000000484448745,0.00000000000072907,-0.63420352814645764,182.48942133405924437,    ,0.00000000000006630,0.00000000000000151,0.00000000000000137,0.00000000000000377,0.00000000000000853,0.00000000000000451
RepsRandparRQMC/Fper2-4-Sob-LMS-DS-16-10000.dat,Fper2,4,Sob-LMS,DS,16,False,0.00000000192898826,0.00000000000003744,48.00794738090824865,3295.16651358620083556,    ,0.00000000000000341,0.00000000000000001,0.00000000000000001,0.00000000000000002,0.00000000000000007,0.00000000000000003
RepsRandparQMC/Fper2-4-Sob-LMS-6-10000.dat,Fper2,4,Sob-LMS,qmc,6,False,0.00041285950944737,0.00000906052272017,-1.78984836002010073,12.69992599557029855,    ,0.00000099413685819,0.00000048666122741,0.00000044731391648,0.00000068197907934,0.00000084006563487,0.00000067057135146
RepsRandparQMC/Fper2-4-Sob-LMS-8-10000.dat,Fper2,4,Sob-LMS,qmc,8,False,0.00001205514505202,0.00000017929729300,-2.89902078428064991,35.15303936440208332,    ,0.00000001644508043,0.00000000391721329,0.00000000375321248,0.00000000629173480,0.00000000841543403,0.00000000621335444
RepsRandparQMC/Fper2-4-Sob-LMS-10-10000.dat,Fper2,4,Sob-LMS,qmc,10,False,-0.00000021563216072,0.00000000250998597,-1.94894816796903458,86.40713078517435974,    ,0.00000000022822704,0.00000000003591075,0.00000000003420940,0.00000000006190260,0.00000000009668761,0.00000000006302166
RepsRandparQMC/Fper2-4-Sob-LMS-12-10000.dat,Fper2,4,Sob-LMS,qmc,12,False,-0.00000003184978755,0.00000000004122231,0.83366073635812299,92.42661934868935703,    ,0.00000000000374850,0.00000000000022250,0.00000000000020148,0.00000000000048352,0.00000000000097928,0.00000000000054107
RepsRandparQMC/Fper2-4-Sob-LMS-14-10000.dat,Fper2,4,Sob-LMS,qmc,14,False,0.00000000155562270,0.00000000000119955,-13.46129595612373997,905.98864863319033702,    ,0.00000000000010905,0.00000000000000143,0.00000000000000129,0.00000000000000377,0.00000000000000971,0.00000000000000452
RepsRandparQMC/Fper2-4-Sob-LMS-16-10000.dat,Fper2,4,Sob-LMS,qmc,16,False,0.00000000133809408,0.00000000000001705,-9.14265125228795483,1184.33565274209536256,    ,0.00000000000000155,0.00000000000000001,0.00000000000000001,0.00000000000000002,0.00000000000000007,0.00000000000000003
